Unnamed: 0,imdb_ids,movie,year,imdb,metascore,votes,release_date,release_date_norm,title,title_norm,mpaa-rating,mpaa-rating_norm,running-time,franchises,franchises_norm,keywords,keywords_norm,source,source_norm,genre,genre_norm,production_method,production_method_norm,creative_type,creative_type_norm,production_companies,production_companies_norm,production_countries,production_countries_norm,languages,languages_norm,production_budget,domestic_gross,worldwide_gross,imdb_id
38528,1645170,The Dictator,2012,64,58.0,255349,"May 16, 2012",2012/05/16,The Dictator,Dictator-The,R,R-(US),83.0,,,"Government Corruption;Culture Clash;Mistaken Identity;Terrorism;Gratuitous Cameos;Bigotry;Prologue;Romance;Voiceover/Narration;Improvised;Archive Footage;Intertitle;Same Actor, Multiple Roles;Political;Non-Chronological;Invented Language;Scene in End Credits;Outtakes During Credits;Epilogue",Government-Corruption;Culture-Clash;Mistaken-Identity;Terrorism;Gratuitous-Cameos;Bigotry;Prologue;Romance;Voiceover-Narration;Improvised;Archive-Footage;Intertitle;Same-Actor-Multiple-Roles;Political;Non-Chronological;Invented-Language;Scene-in-End-Credits;Outtakes-During-Credits;Epilogue,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Paramount Pictures;Four by Two Films;Berg Mandel;Scott Rudin Productions,Paramount-Pictures;Four-by-Two-Films;Berg-Mandel;Scott-Rudin-Productions,United States,United-States,Arabic;English,Arabic;English,65000000,59650222,180148897,1645170.0
38529,1790885,Zero Dark Thirty,2012,74,95.0,255176,"Dec 19, 2012",2012/12/19,Zero Dark Thirty,Zero-Dark-Thirty,R,R-(US),137.0,,,Secret Agent;9/11;Terrorism;Afghanistan War;Special Ops;Tortured for Information;2013 Oscars Best Picture Nominee,Secret-Agent;9-11;Terrorism;Afghanistan-War;Special-Ops;Tortured-for-Information;2013-Oscars-Best-Picture-Nominee,Based on Real Life Events,Based-on-Real-Life-Events,Drama,Drama,Live Action,Live-Action,Dramatization,Dramatization,Columbia Pictures;Mark Boal;First Light;Annapurna Pictures,Columbia-Pictures;Mark-Boal;First-Light;Annapurna-Pictures,United States,United-States,English,English,52500000,95720716,134612435,1790885.0
38530,2106476,The Hunt,2012,83,77.0,249518,"Oct 25, 2012",2012/10/25,Jagten,Jagten,R,R-(US),110.0,,,Relationships Gone Wrong;Dysfunctional Family;Sex Crimes;Child Abuse;Falsely Accused;Children Dealing with Divorce;Divorcée Romance;Romance,Relationships-Gone-Wrong;Dysfunctional-Family;Sex-Crimes;Child-Abuse;Falsely-Accused;Children-Dealing-with-Divorce;Divorcee-Romance;Romance,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Zentropa Entertainments19;Film i Vast;Zentropa International Sweden;DR;SVT,Zentropa-Entertainments19;Film-i-Vast;Zentropa-International-Sweden;DR;SVT,Denmark,Denmark,Danish,Danish,3450000,687185,18309793,2106476.0
38531,401729,John Carter,2012,66,51.0,244843,"Mar 7, 2012",2012/03/07,John Carter,John-Carter-of-Mars,PG-13,PG-13-(US),132.0,,,3-D;Rescue;Culture Clash;Civil War;War;Development Hell;Voiceover/Narration;Prologue;Intertitle;Arranged Marriage;Surprise Twist;Faked Death;Non-Chronological;Death of a Son or Daughter;Death of a Spouse or Fiance / Fianc;Invented Language;IMAX: DMR;Mars;Motion Capture Performance;3-D - Post-production Conversion,3-D;Rescue;Culture-Clash;Civil-War;War;Development-Hell;Voiceover-Narration;Prologue;Intertitle;Arranged-Marriage;Surprise-Twist;Faked-Death;Non-Chronological;Death-of-a-Son-or-Daughter;Death-of-a-Spouse-or-Fiancee-Fiance;Invented-Language;IMAX-DMR;Mars;Motion-Capture-Performance;3-D-Post-Production-Conversion,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Adventure,Adventure,Live Action,Live-Action,Science Fiction,Science-Fiction,Walt Disney Pictures;Jim Morris,Walt-Disney-Pictures;Jim-Morris,United States,United-States,Apache;English,Apache;English,275000000,73058679,282778100,401729.0
38532,1343727,Dredd,2012,71,60.0,238175,"Sep 7, 2012",2012/09/07,Dredd,Dredd,R,R-(US),98.0,,,3-D;Post Apocalypse;Dystopia;Narcotics;Gangs;Organized Crime;Independent/Other Comics;Psychics;3-D - Shot in 3-D,3-D;Post-Apocalypse;Dystopia;Narcotics;Gangs;Organized-Crime;Independent-Other-Comics;Psychics;3-D-Shot-in-3-D,Based on Comic/Graphic Novel,Based-on-Comic-or-Graphic-Novel,Action,Action,Live Action,Live-Action,Science Fiction,Science-Fiction,Lionsgate;IM Global;DNA Films;Reliance Entertainment,Lionsgate;IM-Global;DNA-Films;Reliance-Entertainment,India;South Africa;United Kingdom;United States,India;South-Africa;United-Kingdom;United-States,English,English,45000000,13414714,41467606,1343727.0
38533,1077368,Dark Shadows,2012,62,55.0,233961,"May 9, 2012",2012/05/09,Dark Shadows,Dark-Shadows,PG-13,PG-13-(US),112.0,,,Vampire;Curses;Time Travel;Culture Clash;Unrequited Love;Dysfunctional Family;Romance;Epilogue;Voiceover/Narration;Non-Chronological;Werewolf;Mental Illness;Hauntings;IMAX: DMR;Prologue;Orphan;Suicide;Reincarnation;Dream Sequence;Young Child Dealing with the Death of a Parent;Abandoned Child;1700s;Horror Comedy,Vampire;Curses;Time-Travel;Culture-Clash;Unrequited-Love;Dysfunctional-Family;Romance;Epilogue;Voiceover-Narration;Non-Chronological;Werewolf;Mental-Illness;Hauntings;IMAX-DMR;Prologue;Orphan;Suicide;Reincarnation;Dream-Sequence;Young-Child-Dealing-with-the-Death-of-a-Parent;Abandoned-Child;1700s;Horror-Comedy,Based on TV,Based-on-TV,Black Comedy,Black-Comedy,Live Action,Live-Action,Fantasy,Fantasy,Warner Bros.;Village Roadshow Productions;Infinitum Nihil;GK Films;Zancuk Company,Warner-Bros;Village-Roadshow-Productions;Infinitum-Nihil;GK-Films;Zanuck-Company,United States,United-States,English,English,150000000,79727149,238202668,1077368.0
38534,443272,Lincoln,2012,73,86.0,232029,"Nov 9, 2012",2012/11/09,Lincoln,Lincoln,PG-13,PG-13-(US),149.0,,,Biography;Ensemble;Political;War;Civil War;Slavery;Intertitle;Dream Sequence;Voiceover/Narration;Death of a Son or Daughter;Hitmen;Political Assassination;Assassination;2013 Oscars Best Picture Nominee,Biography;Ensemble;Political;War;Civil-War;Slavery;Intertitle;Dream-Sequence;Voiceover-Narration;Death-of-a-Son-or-Daughter;Hitmen;Political-Assassination;Assassination;2013-Oscars-Best-Picture-Nominee,Based on Factual Book/Article,Based-on-Factual-Book-or-Article,Drama,Drama,Live Action,Live-Action,Dramatization,Dramatization,DreamWorks Pictures;20th Century Fox;Participant Media;Dune Entertainment;Amblin Entertainment;The Kennedy/Marshall Company;Reliance Entertainment,DreamWorks-Pictures;20th-Century-Fox;Participant-Media;Dune-Entertainment;Amblin-Entertainment;Kennedy-Marshall-Company-The;Reliance-Entertainment,United States,United-States,English,English,65000000,182207973,273346281,443272.0
38535,1706593,Chronicle,2012,70,69.0,231621,"Feb 2, 2012",2012/02/02,Chronicle,Chronicle,PG-13,PG-13-(US),106.0,,,Found Footage;Psychics;Dysfunctional Family;Revenge;Bullies;Addiction;Romance;First Love,Found-Footage;Psychics;Dysfunctional-Family;Revenge;Bullies;Addiction;Romance;First-Love,Original Screenplay,Original-Screenplay,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Science Fiction,Science-Fiction,20th Century Fox;Davis Entertainment;Dune Entertainment,20th-Century-Fox;Davis-Entertainment;Dune-Entertainment,United States,United-States,English,English,12000000,64575175,123681790,1706593.0
38537,1817273,The Place Beyond the Pines,2012,73,68.0,230491,"Mar 20, 2013",2013/03/20,The Place Beyond the Pines,Place-Beyond-the-Pines-The,R,R-(US),140.0,,,Unexpected Families;Heist;Stuntman,Unexpected-Families;Heist;Stuntman,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Sidney Kimmel Entertainment;Electric City Entertainment;Verisimilitude,Sidney-Kimmel-Entertainment;Electric-City-Entertainment;Verisimilitude,United States,United-States,English,English,15000000,21403519,47011449,1817273.0
38538,1440129,Battleship,2012,58,41.0,227430,"Apr 11, 2012",2012/04/11,Battleship,Battleship,PG-13,PG-13-(US),130.0,,,Epilogue;Prologue;Confined to a Wheelchair;Alien Invasion;Visual Effects;Scene in End Credits;End of the World;Toy Adaptations;On a Boat;3-D;IMAX: DMR,Epilogue;Prologue;Confined-to-a-Wheelchair;Alien-Invasion;Visual-Effects;Scene-in-End-Credits;End-of-the-World;Toy-Adaptations;On-a-Boat;3-D;IMAX-DMR,Based on Game,Based-on-Game,Action,Action,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Universal Pictures;Hasbro Studios;Bluegrass Films;Film 44,Universal-Pictures;Hasbro-Studios;Bluegrass-Films;Film-44,United States,United-States,English,English,220000000,65233400,313477717,1440129.0
38539,1931533,Seven Psychopaths,2012,72,66.0,227046,"Oct 12, 2012",2012/10/12,Seven Psychopaths,Seven-Psychopaths,R,R-(US),109.0,,,Ensemble;Writing and Writers;Kidnap;Animal Lead;Organized Crime;Relationships Gone Wrong;Revenge,Ensemble;Writing-and-Writers;Kidnap;Animal-Lead;Organized-Crime;Relationships-Gone-Wrong;Revenge,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,CBS Films;Film4;BFI;HanWay Films;Blueprint Films,CBS-Films;Film4;BFI;HanWay-Films;Blueprint-Films,United Kingdom;United States,United-Kingdom;United-States,English,English,13500000,15024049,33035736,1931533.0
38540,1673434,The Twilight Saga: Breaking Dawn - Part 2,2012,55,52.0,218161,"Nov 14, 2012",2012/11/14,"The Twilight Saga: Breaking Dawn, Part 2",Twilight-Saga-Breaking-Dawn-Part-2-The,PG-13,PG-13-(US),115.0,Twilight,Twilight,Vampire;Werewolf;Falsely Accused;Revenge;IMAX: DMR,Vampire;Werewolf;Falsely-Accused;Revenge;IMAX-DMR,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,Fantasy,Fantasy,Temple Hill Entertainment;Summit Entertainment;Sunswept Entertainment,Temple-Hill-Entertainment;Summit-Entertainment;Sunswept-Entertainment,United States,United-States,English,English,136200000,292324737,829724737,1673434.0
38541,1212450,Lawless,2012,73,58.0,216743,"Aug 29, 2012",2012/08/29,Lawless,Lawless-(2011),R,R-(US),115.0,,,Prohibition Era;Organized Crime;Gangs;Revenge;Ensemble;Death of a Sibling;Digital Cinematography,Prohibition-Era;Organized-Crime;Gangs;Revenge;Ensemble;Death-of-a-Sibling;Digital-Cinematography,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,Historical Fiction,Historical-Fiction,Weinstein Company;Yuk Films;Benaroya Pictures;Annapurna Pictures;Douglas Wick;Lucy Fisher;Blumhansonallen Films,Weinstein-Company;Yuk-Films;Benaroya-Pictures;Annapurna-Pictures;Douglas-Wick;Lucy-Fisher;Blumhansonallen-Films,United States,United-States,English,English,26000000,37397291,54393687,1212450.0
38542,1855199,End of Watch,2012,76,68.0,214556,"Sep 20, 2012",2012/09/20,End of Watch,End-of-Watch,R,R-(US),109.0,,,Beat Cops;Narcotics;Human-Trafficking;Gangs;Organized Crime;Hispanic;Surprise Twist;Epilogue;Filmed By a Character;Voiceover/Narration;Buddy Cop;Hood Film,Beat-Cops;Narcotics;Human-Trafficking;Gangs;Organized-Crime;Hispanic;Surprise-Twist;Epilogue;Filmed-By-a-Character;Voiceover-Narration;Buddy-Cop;Hood-Film,Original Screenplay,Original-Screenplay,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Open Road Films;Exclusive Media Group;EFF-Hedge Fund Films;Le Grisbi;Crave Films,Open-Road-Films;Exclusive-Media-Group;EFF-Hedge-Fund-Films;Le-Grisbi;Crave-Films,United States,United-States,English;Spanish,English;Spanish,15000000,41003371,57586606,1855199.0
38543,837562,Hotel Transylvania,2012,71,47.0,208550,"Sep 27, 2012",2012/09/27,Hotel Transylvania,Hotel-Transylvania,PG,PG-(US),91.0,Hotel Transylvania,Hotel-Transylvania,Monster;Werewolf;Vampire;Zombies;Romance;Letting Go;3-D;Mummy;3-D - Shot in 3-D,Monster;Werewolf;Vampire;Zombies;Romance;Letting-Go;3-D;Mummy;3-D-Shot-in-3-D,Original Screenplay,Original-Screenplay,Adventure,Adventure,Digital Animation,Digital-Animation,Kids Fiction,Kids-Fiction,Columbia Pictures;Sony Pictures Animation,Columbia-Pictures;Sony-Pictures-Animation,United States,United-States,English,English,85000000,148313048,378505812,837562.0
38544,1922777,Sinister,2012,68,53.0,202995,"Oct 5, 2012",2012/10/05,Sinister,Sinister,R,R-(US),110.0,Sinister,Sinister,Demons;Writing and Writers;Possessed;Found Footage;Prologue;Surprise Twist;Scary Kids;Comeback;Dysfunctional Family;Anxiety and Phobias;Supernatural,Demons;Writing-and-Writers;Possessed;Found-Footage;Prologue;Surprise-Twist;Scary-Kids;Comeback;Dysfunctional-Family;Anxiety-and-Phobias;Supernatural,Original Screenplay,Original-Screenplay,Horror,Horror,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Blumhouse;Automatik;Summit Entertainment;Alliance Films;IM Global,Blumhouse;Automatik;Summit-Entertainment;Alliance-Films;IM-Global,United States,United-States,English,English,3000000,48086903,87727807,1922777.0
38545,1599348,Safe House,2012,67,52.0,195129,"Feb 8, 2012",2012/02/08,Safe House,Safe-House,R,R-(US),114.0,Safe House,Safe-House,Secret Agent;Corrupt Cops;Fugitive / On the Run;Surprise Twist;Intertitle;Government Corruption;Voiceover/Narration;Car Chase,Secret-Agent;Corrupt-Cops;Fugitive;Surprise-Twist;Intertitle;Government-Corruption;Voiceover-Narration;Car-Chase,Original Screenplay,Original-Screenplay,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Universal Pictures;Relativity Media;Bluegrass Films,Universal-Pictures;Relativity-Media;Bluegrass-Films,United States,United-States,Afrikaans;English;Spanish,Afrikaans;English;Spanish,85000000,126181630,208542162,1599348.0
38546,1605630,American Reunion,2012,67,49.0,194376,"Apr 4, 2012",2012/04/04,American Reunion,American-Reunion,R,R-(US),112.0,American Pie,American-Pie,Delayed Adulthood;Delayed Sequel;Family Reunion;High School Reunions,Delayed-Adulthood;Delayed-Sequel;Family-Reunion;High-School-Reunions,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Universal Pictures;Relativity Media;Practical Pictures;Zide Pictures,Universal-Pictures;Relativity-Media;Practical-Pictures;Zide-Pictures,United States,United-States,English,English,50000000,56758835,236799211,1605630.0
38548,1636826,Project X,2012,66,48.0,180263,"Mar 2, 2012",2012/03/02,Project X,Project-X-(2011),R,R-(US),87.0,Project X,Project-X,Epilogue;Parties Gone Wild;Filmed By a Character;Loss Of Virginity;Black Out Drunk;Inspired by a True Story;Found Footage,Epilogue;Parties-Gone-Wild;Filmed-By-a-Character;Loss-Of-Virginity;Black-Out-Drunk;Inspired-by-a-True-Story;Found-Footage,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Warner Bros.;Silver Pictures;Green Hat Films,Warner-Bros;Silver-Pictures;Green-Hat-Films,United States,United-States,English,English,12000000,54731865,103028188,1636826.0
38549,1667889,Ice Age: Continental Drift,2012,66,49.0,179219,"Jun 27, 2012",2012/06/27,Ice Age: Continental Drift,Ice-Age-Continental-Drift,PG,PG-(US),87.0,Ice Age,Ice-Age,Animal Lead;Talking Animals;3-D;Pirates;On a Boat;Prehistoric Times;Prologue;Epilogue;Intertitle;Dysfunctional Family;Letting Go;Disaster;Hallucinations;Revenge;Romance;Relationships Gone Wrong;Coming of Age;Scene in End Credits;3-D - Shot in 3-D,Animal-Lead;Talking-Animals;3-D;Pirates;On-a-Boat;Prehistoric-Times;Prologue;Epilogue;Intertitle;Dysfunctional-Family;Letting-Go;Disaster;Hallucinations;Revenge;Romance;Relationships-Gone-Wrong;Coming-of-Age;Scene-in-End-Credits;3-D-Shot-in-3-D,Original Screenplay,Original-Screenplay,Adventure,Adventure,Digital Animation,Digital-Animation,Fantasy,Fantasy,20th Century Fox;Blue Sky Studios,20th-Century-Fox;Blue-Sky-Studios,United States,United-States,English,English,95000000,161321843,879765137,1667889.0
38550,1606389,The Vow,2012,68,43.0,175910,"Feb 9, 2012",2012/02/09,The Vow,Vow-The,PG-13,PG-13-(US),104.0,,,Romance;Faulty Memory;Medical and Hospitals;Inspired by a True Story,Romance;Faulty-Memory;Medical-and-Hospitals;Inspired-by-a-True-Story,Based on Real Life Events,Based-on-Real-Life-Events,Drama,Drama,Live Action,Live-Action,Historical Fiction,Historical-Fiction,Screen Gems;Spyglass Entertainment;Birnbaum/Barber,Screen-Gems;Spyglass-Entertainment;Birnbaum-Barber,United States,United-States,English,English,30000000,125014030,197618160,1606389.0
38551,1646987,Wrath of the Titans,2012,57,37.0,174643,"Mar 28, 2012",2012/03/28,Wrath of the Titans,Wrath-of-the-Titans,PG-13,PG-13-(US),99.0,Clash of the Titans,Clash-of-the-Titans,3-D;Gods and Goddesses;Visual Effects;Sword & Sorcerer;Monster;Rescue;Heaven and Hell;Dysfunctional Family;IMAX: DMR;Sword and Sandal;3-D - Post-production Conversion,3-D;Gods-and-Goddesses;Visual-Effects;Sword-and-Sorcerer;Monster;Rescue;Heaven-and-Hell;Dysfunctional-Family;IMAX-DMR;Sword-and-Sandal;3-D-Post-Production-Conversion,Based on Folk Tale/Legend/Fairytale,Based-on-Folk-Tale-Legend-or-Fairytale,Adventure,Adventure,Animation/Live Action,Animation-and-Live-Action,Fantasy,Fantasy,"Warner Bros.;Legendary Pictures;Furia de Titanes II, A.I.E;Thunder Road Film;Cott Productions    ",Warner-Bros;Legendary-Pictures;Furia-de-Titanes-II-AIE;Thunder-Road-Film;Cott-Productions,United Kingdom;United States,United-Kingdom;United-States,English,English,150000000,83670083,305270083,1646987.0
38552,1596350,This Means War,2012,63,31.0,169367,"Feb 16, 2012",2012/02/16,This Means War,This-Means-War,PG-13,PG-13-(US),120.0,,,Secret Agent;Romance;Love Triangle;Revenge;Relationship Advice,Secret-Agent;Romance;Love-Triangle;Revenge;Relationship-Advice,Original Screenplay,Original-Screenplay,Romantic Comedy,Romantic-Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Overbrook Entertainment;Robert Simonds Company;20th Century Fox,Overbrook-Entertainment;Robert-Simonds-Company;20th-Century-Fox,United States,United-States,English,English,65000000,54760791,156974557,1596350.0
38553,1596365,The Woman in Black,2012,64,62.0,167420,"Feb 3, 2012",2012/02/03,The Woman in Black,Woman-in-Black-The,PG-13,PG-13-(US),95.0,The Woman in Black,Woman-in-Black-The,Hauntings;Curses;Revenge;Death of a Son or Daughter;Death of a Spouse or Fiance / Fianc;Young Child Dealing with the Death of a Parent,Hauntings;Curses;Revenge;Death-of-a-Son-or-Daughter;Death-of-a-Spouse-or-Fiancee-Fiance;Young-Child-Dealing-with-the-Death-of-a-Parent,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Fantasy,Fantasy,Alliance Films;Hammer Films;UK Film Council;Cross Creek Pictures;Talisman;Exclusive Media Group,Alliance-Films;Hammer-Films;UK-Film-Council;Cross-Creek-Pictures;Talisman;Exclusive-Media-Group,Canada;Sweden;United Kingdom,Canada;Sweden;United-Kingdom,English,English,15000000,54333290,128955898,1596365.0
38554,1935179,Mud,2012,74,76.0,158749,"Apr 26, 2013",2013/04/26,Mud,Mud,PG-13,PG-13-(US),130.0,,,Fugitive / On the Run;Coming of Age;Children Dealing with Divorce;Romance;Bounty Hunter;Mississippi,Fugitive;Coming-of-Age;Children-Dealing-with-Divorce;Romance;Bounty-Hunter;Mississippi,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Everest Entertainment;Brace Cove Productions;FilmNation Entertainment,Everest-Entertainment;Brace-Cove-Productions;FilmNation-Entertainment,United States,United-States,English,English,10000000,21590086,31556959,1935179.0
38555,1277953,Madagascar 3: Europe's Most Wanted,2012,68,60.0,150659,"Jun 8, 2012",2012/06/08,Madagascar 3: Europe's Most Wanted,Madagascar-3,PG,PG-(US),85.0,Madagascar,Madagascar,Animal Lead;Talking Animals;Circus;Road Trip;Directing Yourself;IMAX: DMR;Dream Sequence;Intertitle;Gambling;Non-Chronological;Romance;3-D;3-D - Shot in 3-D;Monte Carlo,Animal-Lead;Talking-Animals;Circus;Road-Trip;Directing-Yourself;IMAX-DMR;Dream-Sequence;Intertitle;Gambling;Non-Chronological;Romance;3-D;3-D-Shot-in-3-D;Monte-Carlo,Original Screenplay,Original-Screenplay,Adventure,Adventure,Digital Animation,Digital-Animation,Kids Fiction,Kids-Fiction,DreamWorks Animation;PDI,DreamWorks-Animation;PDI,United States,United-States,English,English,145000000,216391482,746921271,1277953.0
