Index,Release Date,Title,Production Budget,Domestic Gross,Worldwide Gross,MPAA Rating,Running Time,Source,Genre,Production Method,Creative Type
1542,9/20/2013,Rush,38000000,26947624,98230839,R,123,Based on Real Life Events,Drama,Live Action,Dramatization
1543,5/18/2001,Angel Eyes,38000000,24044532,29544532,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction
1544,12/21/2001,Joe Somebody,38000000,22770864,24515990,PG,98,Original Screenplay,Comedy,Live Action,Contemporary Fiction
1545,3/10/2000,The Ninth Gate,38000000,18653746,58394308,R,132,Original Screenplay,Thriller/Suspense,Live Action,Fantasy
1546,10/20/2017,Only the Brave,38000000,18340051,24555240,PG-13,134,Based on Real Life Events,Drama,Live Action,Dramatization
1547,9/27/1996,Extreme Measures,38000000,17378193,17378193,R,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
1548,10/14/2011,The Thing,38000000,16999934,27573078,R,102,Remake,Horror,Live Action,Fantasy
1549,9/7/2001,Rock Star,38000000,16991902,19317765,R,106,Original Screenplay,Drama,Live Action,Contemporary Fiction
1550,2/2/1996,White Squall,38000000,10229300,10229300,PG-13,129,Based on Real Life Events,Adventure,Live Action,Dramatization
1551,10/10/2008,City of Ember,38000000,7873007,17831558,PG,90,Based on Fiction Book/Short Story,Adventure,Live Action,Fantasy
1552,10/31/1997,Switchback,38000000,6504442,6504442,R,,Original Screenplay,Action,Live Action,Contemporary Fiction
1553,9/21/2018,The Sisters Brothers,38000000,3143056,10328777,R,121,Based on Fiction Book/Short Story,Western,Live Action,Historical Fiction
